master,object,X_cm,Y_cm,Z_cm,yaw_deg,pitch_deg,roll_deg,scale_x,scale_y,scale_z
KRM_M15_DOOR_unit_box_Ivory_marble,Door marble threshold,1600.0,0.0,1070.0,90.0,0.0,-0.0,3.4,0.55,0.04
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble,1570.5,0.0,1250.0,90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble.001,1570.5,0.0,890.0,90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble.002,1629.5,0.0,1250.0,90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble.003,1629.5,0.0,890.0,90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble.004,2978.0,0.0,1240.0,90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble.005,2978.0,0.0,960.0,90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M15_DOOR_unit_box_Ivory_marble,Door wall infill marble.002,-1600.0,0.0,850.0,-90.0,0.0,-0.0,1.0,0.45,6.0
KRM_M15_DOOR_unit_box_Ivory_marble,Door wall infill marble.003,-1600.0,0.0,1320.0,-90.0,0.0,-0.0,1.6,0.45,6.0
KRM_M15_DOOR_unit_box_Ivory_marble,Door header marble.001,-1600.0,440.0,1070.0,-90.0,0.0,-0.0,3.4,0.45,1.6
KRM_M15_DOOR_unit_box_Ivory_marble,Door marble threshold.001,-1600.0,0.0,1070.0,-90.0,0.0,-0.0,3.4,0.55,0.04
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble.006,-1570.5,0.0,890.0,-90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble.007,-1570.5,0.0,1250.0,-90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble.008,-1629.5,0.0,890.0,-90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble.009,-1629.5,0.0,1250.0,-90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble.010,-2978.0,0.0,960.0,-90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M15_DOOR_unit_box_Ivory_marble,Door plinth block marble.011,-2978.0,0.0,1240.0,-90.0,0.0,-0.0,0.3,0.14,0.4
KRM_M16_GEN_knight_armor_LOD,P3 corridor R outer GEN knight 19,1899.98,-0.55,1284.92,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor R outer GEN knight 22,2199.98,-0.55,1284.92,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor R outer GEN knight 25,2499.98,-0.55,1284.92,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor R outer GEN knight 28,2799.98,-0.55,1284.92,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor R inner GEN knight 19,1900.02,-0.55,915.08,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor R inner GEN knight 22,2200.02,-0.55,915.08,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor R inner GEN knight 25,2500.02,-0.55,915.08,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor R inner GEN knight 28,2800.02,-0.55,915.08,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor L outer GEN knight 19,-1900.02,-0.55,1284.92,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor L outer GEN knight 22,-2200.02,-0.55,1284.92,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor L outer GEN knight 25,-2500.02,-0.55,1284.92,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor L outer GEN knight 28,-2800.02,-0.55,1284.92,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor L inner GEN knight 19,-1899.98,-0.55,915.08,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor L inner GEN knight 22,-2199.98,-0.55,915.08,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor L inner GEN knight 25,-2499.98,-0.55,915.08,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 corridor L inner GEN knight 28,-2799.98,-0.55,915.08,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 entrance GEN knight L,-1349.92,-0.55,-3600.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M16_GEN_knight_armor_LOD,P3 entrance GEN knight R,1349.92,-0.55,-3599.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T00 GEN armchair 0,-595.02,-0.04,-299.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T00 GEN armchair 1,-700.02,-0.04,-195.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T00 GEN armchair 2,-804.98,-0.04,-300.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T00 GEN armchair 3,-699.98,-0.04,-404.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T01 GEN armchair 0,-595.02,-0.04,-799.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T01 GEN armchair 1,-700.02,-0.04,-695.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T01 GEN armchair 2,-804.98,-0.04,-800.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T01 GEN armchair 3,-699.98,-0.04,-904.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T02 GEN armchair 0,-595.02,-0.04,-3099.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T02 GEN armchair 1,-700.02,-0.04,-2995.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T02 GEN armchair 2,-804.98,-0.04,-3100.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T02 GEN armchair 3,-699.98,-0.04,-3204.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T03 GEN armchair 0,-595.02,-0.04,-3599.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T03 GEN armchair 1,-700.02,-0.04,-3495.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T03 GEN armchair 2,-804.98,-0.04,-3600.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T03 GEN armchair 3,-699.98,-0.04,-3704.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T04 GEN armchair 0,804.98,-0.04,-299.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T04 GEN armchair 1,699.98,-0.04,-195.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T04 GEN armchair 2,595.02,-0.04,-300.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T04 GEN armchair 3,700.02,-0.04,-404.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T05 GEN armchair 0,804.98,-0.04,-799.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T05 GEN armchair 1,699.98,-0.04,-695.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T05 GEN armchair 2,595.02,-0.04,-800.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T05 GEN armchair 3,700.02,-0.04,-904.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T06 GEN armchair 0,804.98,-0.04,-3099.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T06 GEN armchair 1,699.98,-0.04,-2995.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T06 GEN armchair 2,595.02,-0.04,-3100.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T06 GEN armchair 3,700.02,-0.04,-3204.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T07 GEN armchair 0,804.98,-0.04,-3599.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T07 GEN armchair 1,699.98,-0.04,-3495.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T07 GEN armchair 2,595.02,-0.04,-3600.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T07 GEN armchair 3,700.02,-0.04,-3704.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T08 GEN armchair 0,-1265.02,511.96,-949.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T08 GEN armchair 1,-1370.02,511.96,-845.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T08 GEN armchair 2,-1474.98,511.96,-950.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T08 GEN armchair 3,-1369.98,511.96,-1054.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T09 GEN armchair 0,-1265.02,511.96,50.02,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T09 GEN armchair 1,-1370.02,511.96,154.98,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T09 GEN armchair 2,-1474.98,511.96,49.98,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T09 GEN armchair 3,-1369.98,511.96,-54.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T10 GEN armchair 0,-1265.02,511.96,-2399.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T10 GEN armchair 1,-1370.02,511.96,-2295.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T10 GEN armchair 2,-1474.98,511.96,-2400.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T10 GEN armchair 3,-1369.98,511.96,-2504.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T11 GEN armchair 0,-1265.02,511.96,-3299.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T11 GEN armchair 1,-1370.02,511.96,-3195.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T11 GEN armchair 2,-1474.98,511.96,-3300.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T11 GEN armchair 3,-1369.98,511.96,-3404.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T12 GEN armchair 0,1474.98,511.96,-949.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T12 GEN armchair 1,1369.98,511.96,-845.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T12 GEN armchair 2,1265.02,511.96,-950.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T12 GEN armchair 3,1370.02,511.96,-1054.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T13 GEN armchair 0,1474.98,511.96,50.02,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T13 GEN armchair 1,1369.98,511.96,154.98,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T13 GEN armchair 2,1265.02,511.96,49.98,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T13 GEN armchair 3,1370.02,511.96,-54.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T14 GEN armchair 0,1474.98,511.96,-2399.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T14 GEN armchair 1,1369.98,511.96,-2295.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T14 GEN armchair 2,1265.02,511.96,-2400.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T14 GEN armchair 3,1370.02,511.96,-2504.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T15 GEN armchair 0,1474.98,511.96,-3299.98,90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T15 GEN armchair 1,1369.98,511.96,-3195.02,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T15 GEN armchair 2,1265.02,511.96,-3300.02,-90.0,0.0,-0.0,1.0,1.0,1.0
KRM_M17_GEN_rococo_armchair_LOD,P3 tea T15 GEN armchair 3,1370.02,511.96,-3404.98,180.0,0.0,-0.0,1.0,1.0,1.0
KRM_M18_P3_corridor_L_outer_glazing,P3 corridor L outer glazing,-1900.0,100.0,1383.0,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M18_P3_corridor_L_outer_glazing,P3 corridor L outer glazing @-22,-2200.0,100.0,1383.0,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M18_P3_corridor_L_outer_glazing,P3 corridor L outer glazing @-25,-2500.0,100.0,1383.0,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M18_P3_corridor_L_outer_glazing,P3 corridor L outer glazing @-28,-2800.0,100.0,1383.0,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M19_P3_corridor_R_outer_glazing,P3 corridor R outer glazing,1900.0,100.0,1383.0,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M19_P3_corridor_R_outer_glazing,P3 corridor R outer glazing @22,2200.0,100.0,1383.0,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M19_P3_corridor_R_outer_glazing,P3 corridor R outer glazing @25,2500.0,100.0,1383.0,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M19_P3_corridor_R_outer_glazing,P3 corridor R outer glazing @28,2800.0,100.0,1383.0,-0.0,0.0,-0.0,1.0,1.0,1.0
KRM_M20_P3_unit_ball_Antique_gilded_bronze,P3 newel urn gilt finial,161.61,166.0,89.55,-0.0,0.0,-0.0,0.07,0.07,0.1
KRM_M20_P3_unit_ball_Antique_gilded_bronze,P3 newel urn gilt finial.001,253.96,166.0,-87.86,-0.0,0.0,-0.0,0.07,0.07,0.1
KRM_M20_P3_unit_ball_Antique_gilded_bronze,P3 newel urn gilt finial.002,-161.61,166.0,89.55,-0.0,0.0,-0.0,0.07,0.07,0.1
KRM_M20_P3_unit_ball_Antique_gilded_bronze,P3 newel urn gilt finial.003,-253.96,166.0,-87.86,-0.0,0.0,-0.0,0.07,0.07,0.1
KRM_M21_P3_unit_ball_Sapphire_stone,P3 newel urn sapphire body,161.61,117.0,89.55,-0.0,0.0,-0.0,0.21,0.21,0.25
KRM_M21_P3_unit_ball_Sapphire_stone,P3 newel urn sapphire body.001,253.96,117.0,-87.86,-0.0,0.0,-0.0,0.21,0.21,0.25
KRM_M21_P3_unit_ball_Sapphire_stone,P3 newel urn sapphire body.002,-161.61,117.0,89.55,-0.0,0.0,-0.0,0.21,0.21,0.25
KRM_M21_P3_unit_ball_Sapphire_stone,P3 newel urn sapphire body.003,-253.96,117.0,-87.86,-0.0,0.0,-0.0,0.21,0.21,0.25
KRM_M22_P3_unit_box_Antique_gilded_bronze,P3 newel gilt cap,161.61,100.0,89.55,-0.0,0.0,-0.0,0.6,0.6,0.08
KRM_M22_P3_unit_box_Antique_gilded_bronze,P3 newel gilt cap.001,253.96,100.0,-87.86,-0.0,0.0,-0.0,0.6,0.6,0.08
KRM_M22_P3_unit_box_Antique_gilded_bronze,P3 newel gilt cap.002,-161.61,100.0,89.55,-0.0,0.0,-0.0,0.6,0.6,0.08
KRM_M22_P3_unit_box_Antique_gilded_bronze,P3 newel gilt cap.003,-253.96,100.0,-87.86,-0.0,0.0,-0.0,0.6,0.6,0.08
KRM_M23_P3_unit_box_Ivory_marble,P3 newel marble base,161.61,0.0,89.55,-0.0,0.0,-0.0,0.62,0.62,0.16
KRM_M23_P3_unit_box_Ivory_marble,P3 newel marble base.001,253.96,0.0,-87.86,-0.0,0.0,-0.0,0.62,0.62,0.16
KRM_M23_P3_unit_box_Ivory_marble,P3 newel marble base.002,-161.61,0.0,89.55,-0.0,0.0,-0.0,0.62,0.62,0.16
KRM_M23_P3_unit_box_Ivory_marble,P3 newel marble base.003,-253.96,0.0,-87.86,-0.0,0.0,-0.0,0.62,0.62,0.16
KRM_M24_P3_unit_box_Sapphire_stone,P3 newel sapphire pedestal,161.61,0.0,89.55,-0.0,0.0,-0.0,0.5,0.5,1.0
KRM_M24_P3_unit_box_Sapphire_stone,P3 newel sapphire pedestal.001,253.96,0.0,-87.86,-0.0,0.0,-0.0,0.5,0.5,1.0
KRM_M24_P3_unit_box_Sapphire_stone,P3 newel sapphire pedestal.002,-161.61,0.0,89.55,-0.0,0.0,-0.0,0.5,0.5,1.0
KRM_M24_P3_unit_box_Sapphire_stone,P3 newel sapphire pedestal.003,-253.96,0.0,-87.86,-0.0,0.0,-0.0,0.5,0.5,1.0
KRM_M25_P3_unit_cyl_Antique_gilded_bronze,P3 newel urn gilt foot,161.61,109.0,89.55,-0.0,0.0,-0.0,0.13,0.13,0.1
KRM_M25_P3_unit_cyl_Antique_gilded_bronze,P3 newel urn gilt rim,161.61,161.5,89.55,-0.0,0.0,-0.0,0.16,0.16,0.05
KRM_M25_P3_unit_cyl_Antique_gilded_bronze,P3 newel urn gilt foot.001,253.96,109.0,-87.86,-0.0,0.0,-0.0,0.13,0.13,0.1
KRM_M25_P3_unit_cyl_Antique_gilded_bronze,P3 newel urn gilt rim.001,253.96,161.5,-87.86,-0.0,0.0,-0.0,0.16,0.16,0.05
KRM_M25_P3_unit_cyl_Antique_gilded_bronze,P3 newel urn gilt foot.002,-161.61,109.0,89.55,-0.0,0.0,-0.0,0.13,0.13,0.1
KRM_M25_P3_unit_cyl_Antique_gilded_bronze,P3 newel urn gilt rim.002,-161.61,161.5,89.55,-0.0,0.0,-0.0,0.16,0.16,0.05
KRM_M25_P3_unit_cyl_Antique_gilded_bronze,P3 newel urn gilt foot.003,-253.96,109.0,-87.86,-0.0,0.0,-0.0,0.13,0.13,0.1
KRM_M25_P3_unit_cyl_Antique_gilded_bronze,P3 newel urn gilt rim.003,-253.96,161.5,-87.86,-0.0,0.0,-0.0,0.16,0.16,0.05
KRM_M26_P3_unit_cyl_Ivory_marble,P3 fountain plinth step marble,0.0,0.0,400.0,-0.0,0.0,-0.0,2.55,2.55,0.1
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear,960.33,1285.0,73.61,-95.71,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.001,931.11,1285.0,218.58,-107.026,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.002,873.59,1285.0,356.88,-118.054,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.003,789.51,1285.0,484.3,-128.668,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.004,681.46,1285.0,596.98,-138.814,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.005,552.72,1285.0,691.5,-148.505,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.006,407.22,1285.0,765.0,-157.804,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.007,249.38,1285.0,815.27,-166.805,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.008,83.97,1285.0,840.79,-175.622,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.009,-83.97,1285.0,840.79,175.622,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.010,-249.38,1285.0,815.27,166.805,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.011,-407.22,1285.0,765.0,157.804,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.012,-552.72,1285.0,691.5,148.505,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.013,-681.46,1285.0,596.98,138.814,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.014,-789.51,1285.0,484.3,128.668,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.015,-873.59,1285.0,356.88,118.054,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.016,-931.11,1285.0,218.58,107.026,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.017,-960.33,1285.0,73.61,95.71,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.018,-960.33,1285.0,-73.61,84.29,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.019,-931.11,1285.0,-218.58,72.974,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.020,-873.59,1285.0,-356.88,61.946,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.021,-789.51,1285.0,-484.3,51.332,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.022,-681.46,1285.0,-596.98,41.186,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.023,-552.72,1285.0,-691.5,31.495,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.024,-407.22,1285.0,-765.0,22.196,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.025,-249.38,1285.0,-815.27,13.195,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.026,-83.97,1285.0,-840.79,4.378,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.027,83.97,1285.0,-840.79,-4.378,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.028,249.38,1285.0,-815.27,-13.195,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.029,407.22,1285.0,-765.0,-22.196,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.030,552.72,1285.0,-691.5,-31.495,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.031,681.46,1285.0,-596.98,-41.186,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.032,789.51,1285.0,-484.3,-51.332,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.033,873.59,1285.0,-356.88,-61.946,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.034,931.11,1285.0,-218.58,-72.974,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond rear.035,960.33,1285.0,-73.61,-84.29,0.0,-0.0,0.17,0.025,0.2
KRM_M27_P3_unit_rhombus_Sapphire,P3 ceiling frieze sapphire diamond front,960.33,1285.0,-2726.39,-95.71,0.0,-0.0,0.17,0.025,0.2
